neighborhood,price,beds,baths,extra,state,locality,lga,hood,zipcode
ochid roadikate lekki lagos,2500000,3,3,furnished serviced*terrace duplex for rent in an estate at orchid road* spacious and serviced.. ,Lagos,Lekki,Eti Osa,Lekki Penninsula II,
off shyllon st ilupeju palm-grove lagosilupeju lagos,320000,1,1,newly built room self with car park balcony and pop location; off shyllon .. ,Lagos,Lagos,Mushin,Onipanu,
close to happyland estate ajah lagos,1200000,2,3,newly builtthis magnificent brand new 2bedroom flat is up for rent at lbs very close to hap.. ,Lagos,,,,
ben avenue along bayeku road igbogbo ikorodu lagos,250000,2,3,furnished newly builtthis is a newlybuilt 2 bedroom flat apartments to let at macaulay area along bay.. ,Lagos,Ikorodu,Ikorodu,Ikorodu,
chevron lekki lagos,2500000,1,3,"serviced newly builtdescription: a beautiful self serviced property within a serene, well secured a.. ",Lagos,Lekki,Eti Osa,Lekki Penninsula II,12825
rockstone ville estatebadore ajah lagos,500000,1,2,1 bedroom mini flat mini flat flat / apartment for rent rockstone ville estate .. ,Lagos,Lagos,Eti Osa,Aja,
...jibowu yaba lagos,400000,1,1,executive spacious roomself contain in a clean environment with wardrobes all ro.. ,Lagos,Lagos,,Jibowu,
morekete igbogbo ikorodu lagos,150000,1,1,this is a very clean and neat room and parlour self to let at morekete bustop al.. ,Lagos,Ikorodu,Ikorodu,Ikorodu,
popooshola area new oko obaoko oba agege lagos,450000,1,1,1 bedroom mini flat mini flat flat / apartment for rent popooshola area new oko.. ,Lagos,Lagos,Ifako/Ijaye,Ifako Agege,
sangotedo ajah lagos,1200000,2,2,"serviced newly builta new lovely & luxuriously built 2 bedroom apartment in sangotedo, ajah availabl.. ",Lagos,,Eti Osa,Ajah/Sangotedo,
ajah lagos,500000,1,1,room and parlour self contain for rent at canana land estate songotedo 500k per .. ,Lagos,Lagos,Eti Osa,Aja,
yaba lagos,1100000,3,3,"available for rents a spacious 3 bedroom for rent in yaba, lagos features: .. ",Lagos,Oworonshoki,Surulere,Yaba,
easily accessible to onipanuonipanu shomolu lagos,600000,1,1,"newly builtnewly built spacious pop finished mini flat with 2 toilet , fitted with kitchen .. ",Lagos,Lagos,Mushin,Onipanu,
lakeview estate amuwo odofin amuwo odofin lagos,1700000,3,3,newly builtsuper lovely finished executive 3bedroom flat in a well secured and serene estat.. ,Lagos,Lagos,Amuwo Odofin,Amuwo Odofin Estate,
...isolo lagos,900000,2,2,newly builtbrand new 2bedroom flat located in ago palace way . its located in an estate wit.. ,Lagos,Lagos,Oshodi/Isolo,,
...ibeju lekki lagos,500000,1,1,furnishedroom and parlour self contain for rent at destiny home estate abijo 500k per anu.. ,Lagos,,Ibeju Lekki,,
-soluyi gbagada lagos,500000,1,1,*just out now* spacious mini flat @ popoola banjoko sholuyi gbagada up flat 5.. ,Lagos,Lagos,Kosofe,Gbagada,
lekki phase 1lekki phase 1 lekki lagos,750000,1,1,spacious room self contain at lekki phase 1 rent 750k sc 250k legal and agency 1.. ,Lagos,Lekki,,Lekki Phase 1,
-onike yaba lagos,1700000,2,3,"newly built luxury two bedroom flat all rooms ensuite visitors toilet , kitchen .. ",Lagos,Oworonshoki,Surulere,Yaba,
...amuwo odofin amuwo odofin lagos,900000,2,3,a spacious living room with dinning area. all rooms are en-suite with a cross se.. ,Lagos,Lagos,,Amuwo Odofin,
eleganza gardens opposite vgclekki lagos,2000000,3,3,newly builtnewly finish apartment for letting!! we have 3 bedroom flat ( up flat) to co.. ,Lagos,Lagos,Eti Osa,Aja,
...fola agoro yaba lagos,1600000,3,3,newly builtnewly built 3bedroom for rent standard room constant power supply well finish.. ,Lagos,Lagos,Shomolu,,
berger ojodu lagos,500000,1,2,newly built pay and park in prepaid metre nice kitchen fully tiled easy acc.. ,Lagos,Ojodu Berger,,,
yaba lagos,400000,1,1,mini [email protected] abule oja yaba in a very decent environment with kitchen cabinets 400.. ,Lagos,Oworonshoki,Surulere,Yaba,
ago palace okota lagos,800000,2,2,newly builtbrand new 2bedroom located in ago palace way ... ,Lagos,Lagos,Oshodi/Isolo,,
-soluyi gbagada lagos,1200000,3,2,"relatively new 3 bedroom upstairs flat with 3toilet 2bath, private stairways, on.. ",Lagos,Lagos,Kosofe,Gbagada,
olonde streetalagomeji yaba lagos,1500000,1,2,furnished miniflats @ olonde street alagomeji yaba price; #1.5m agency + l.. ,Lagos,Lagos,Lagos Mainland,Alagomeji-Yaba,100001
medina estate gate gbagadamedina gbagada lagos,500000,1,1,a spacious room self-contained @ behind a duplex in a serene environment by medi.. ,Lagos,Lagos,Kosofe,Gbagada,
...sangotedo ajah lagos,850000,5,5,furnished3 bedroom flat for rent at songotedo close to express 850k per anum.. ,Lagos,,Eti Osa,Ajah/Sangotedo,
ilajebariga shomolu lagos,300000,1,1,newly builtnewly built roomself for rent standard room all around titles constant power s.. ,Lagos,Oworonshoki,Shomolu,Akoka,
...lekki phase 1 lekki lagos,1380000,3,3,servicedi bedroom flat upstairs with open plan kitchen @ lekki phase 1 rent: 1.380m s/.. ,Lagos,Lekki,,Lekki Phase 1,
lekki phase 1 lekki lagos,1700000,1,1,luxury mini flat for let in lekki phase 1 lagos. features!!! massive livin.. ,Lagos,Lekki,,Lekki Phase 1,
by market squareago palace okota lagos,1600000,1,4,self compound security house seperate tank and pumping machine.. ,Lagos,Lagos,Oshodi/Isolo,Ilasamaja,
morroco yaba lagos,800000,2,2,spacious 3 bedroom flat all round tiles with car park water two toilets and bath.. ,Lagos,Lagos,Shomolu,Somolu,
new worldajao estate isolo lagos,1100000,3,4,"well spacious three bedroom flat, ground floor, kitchen with store, all room ens.. ",Lagos,Lagos,Oshodi/Isolo,Isolo,
ogunnaike streetlekki phase 1 lekki lagos,2000000,5,1,it has balcony rent:2m service charge:300k caution fee 150k agency 10 lega.. ,Lagos,Lagos,Eti Osa,Lekki Phase I,
millennium estate off admirty road by studio 24lekki phase 1 lekki lagos,600000,1,1,self contain available @ melinum estate melinum is located at the heart of lekk.. ,Lagos,Lekki,Eti Osa,Lekki Phase I,
"ap,ibeshe ikorodu lagos",500000,1,2,newly builtstandard and newly built mini flat & 2bed in a serene and secured area of ibeshe.. ,Lagos,Ikorodu,Ikorodu,Ikorodu,
amuwo odofin amuwo odofin lagos,950000,2,2,newly builta newly built two bedroom flat in a private estate close to apple junction. spac.. ,Lagos,Lagos,,Amuwo Odofin,
chevron lekki lagos,2200000,1,2,"newly builtdescription: a beautiful self serviced property within a serene, well secured .. ",Lagos,Lekki,Eti Osa,Lekki Penninsula II,12825
lakeview estateapple junction amuwo odofin lagos,1000000,2,2,decent.. ,Lagos,Lagos,Oshodi/Isolo,Amuwo Odofin,
"eleshin, off ijede road, ikorodu lagos",550000,1,1,"furnished serviced newly builttastefully built, lekki standard, mini flat and 2bed with spacious rooms, wardro.. ",Lagos,Lagos,Ikorodu,Ikorodu,
-sangotedo ajah lagos,1500000,5,3,furnished serviced3 bedroom apartment with bq rent 1.5m inside estate in sangotedo. to .. ,Lagos,Lagos,Eti Osa,Aja,
"bajulaiye, shomolu shomolu shomolu lagos",600000,1,1,"spaciously built miniflat apartment in a gated street, with security guard, .. ",Lagos,Lagos,Shomolu,Somolu,
asoland streetmafoluku oshodi lagos,700000,3,2,very spacious 3bedroom flat with 2 toilets and bath is for rent at in asoland st.. ,Lagos,Lagos,Oshodi/Isolo,Mafoluku Oshodi,
off bode thomas surulere lagosbode thomas surulere lagos,2500000,3,3,executive newly built 3 bedroom flat with modern fittings just four tenants in t.. ,Lagos,Lagos,Surulere,Surulere,
adelabu surulere lagos,2500000,4,3,tolet a superb and executive 3bedroom flat ground floor in a block of 4flats .. ,Lagos,Lagos,Surulere,Surulere,
ologolo ologolo lekki lagos,1750000,5,2,furnishednewly built 2bedroom at ologolo rent..1750000k agent..175k agreement..175k .. ,Lagos,Lekki,Eti Osa,Lekki Penninsula II,
"opeoluwa bustop, isawo rd,agric ikorodu lagos",200000,1,1,"standard mini flat at agric, ikorodu. price: 200k per annum.. ",Lagos,Ikorodu,Ikorodu,Ikorodu,
"mag0d0 isheri,,magodo gra phase 1 ojodu lagos",1000000,3,4,"newly builtexecutive 3bdrm flat up and down is available,all round tiles,at mag0d0 isheri,0.. ",Lagos,Lagos,Ikeja,Isheri,
millennium estate off admirty road by studio 24lekki phase 1 lekki lagos,600000,1,1,self contain available @ melinum estate melinum is located at the heart of lekk.. ,Lagos,Lekki,Eti Osa,Lekki Phase I,
lekki phase 1 lekki lagos,1500000,4,2,servicedfully service 2 bedroom flat for let in ologolo lekki lagos. features!!! 24 .. ,Lagos,Lekki,,Lekki Phase 1,
behind domino's agungi lekki lagos,2000000,3,3,furnished3 bedroom flat in a serene environment..ready to move in..behind domino's agungi.. ,Lagos,Lekki,Eti Osa,Lekki Penninsula II,
babukky avenue igbogbo ikorodu lagos,140000,1,1,furnished newly built1 bedroom mini flat mini flat flat / apartment for rent babukky avenue igbogbo.. ,Lagos,Ikorodu,Ikorodu,Ikorodu,
destiny home estate abijoibeju lekki lagos,700000,1,1,room and parlour self contain for rent at destiny home estate abijo close to exp.. ,Lagos,Lagos,Ibeju Lekki,Eti-Osa,
awin closebariga shomolu lagos,550000,2,3,newly builtnewly renovated 2bedroom at ilaje bariga standard room all around titles const.. ,Lagos,Oworonshoki,Shomolu,Akoka,
"akiode area,ojodu........berger ojodu lagos",600000,1,2,"tastefully finished,and well renovated,spacious executive mini fiat with 2t0iiet.. ",Lagos,Lagos,Oshodi/Isolo,Orile Oshodi,
jakande lekki lagos,850000,1,1,nice mini flat rent 850 legal 85 agency 85 caution 50 service charge 200 .. ,Lagos,Lekki,Eti Osa,Eti-Osa,
egbeda alimosho lagos,550000,2,2,newly builta tastefully finished two bedroom flat in at egbeda unity estate. the sitting ro.. ,Lagos,Lagos,Alimosho,Egbeda/Alimosho,
gbola salami agungi lekki lagos,1800000,3,3,furnished3bedroom in a serene environment .. ,Lagos,Lekki,Eti Osa,Lekki Penninsula II,
norman williamawolowo road ikoyi lagos,2000000,1,1,"nice and spacious mini flat to let at norman william ikoyi. all round tilled, fi.. ",Lagos,Lagos,Eti Osa,Ikoyi,
lekki phase 1 lekki lagos,1800000,4,1,24hours light.. ,Lagos,Lekki,,Lekki Phase 1,
harmony estateado ajah lagos,800000,1,1,3 bedroom mini flat flat / apartment for rent harmony estate ado ajah lagos.. ,Lagos,Lagos,Eti Osa,Aja,
behind tantalizer lekki phase 1 lekki lagos,1300000,1,1,very spacious and clean room and parlour self.in the heart of lekki phase one wi.. ,Lagos,Lagos,Eti Osa,Lekki Phase I,100246
abraham adesanya estate ajah lagos,600000,4,6,"location : abraham adesanya, road 14 rent master bedroom :600k semi masters .. ",Lagos,Lekki,Eti Osa,Eti-Osa,
osapa london osapa london lekki lagos,1300000,1,1,decent mini flat at osapa london .. ,Lagos,Lagos,Eti Osa,Lekki Penninsula II,
off bajulaiye road onipanu shomolu lagos,500000,1,1,"newly builtfor rent newly built very spacious mini flat, situated off bajuliaye road , sh.. ",Lagos,Lagos,Shomolu,Igbobi,100001
"hilltop estate,aboru iyana ipajaiyana ipaja ipaja lagos",450000,2,3,furnishedan executive two bedroom flat in a nice estate with 24 hours light supply.. ,Lagos,Lagos,Alimosho,Oke Odo,
ikota villa estate.ikota lekki lagos,650000,3,1,its a standard 3bedroom shared apartment... in a well secured nd beautiful estat.. ,Lagos,Lekki,Eti Osa,Aja,
agboyi private estate alaperealapere kosofe ikosi lagos,500000,2,2,a very decent and lovely 2 bedroom flat inside agboyi private estate in alapere .. ,Lagos,Lagos,Kosofe,Alapere,100243
off idi araba road surulereidi araba surulere lagos,700000,2,3,furnished newly built2bedroom flat at off idi araba road surulere very niice.. ,Lagos,Lagos,Mushin,,
opic estateisheri north ojodu lagos,350000,1,1,newly builtdecent mini flat apartment.. ,Lagos,Lagos,Kosofe,Isheri Olofin,
lekki phase 1 lekki lagos,1200000,1,1,servicednewly renovated studio apartment @ lekki phase 1 - off omorinre johnson rent.. ,Lagos,Lekki,,Lekki Phase 1,
southern view estate lekki lagos,700000,1,1,this magnificent very clean nice self contain service apartment with gym and poo.. ,Lagos,Lekki,Eti Osa,Lekki Penninsula II,
"near ndike, obawoleifako ogba ogba lagos",650000,3,2,"furnishedwe have a very nice and spacious 3 bedroom flat, upstairs, massive car park, big.. ",Lagos,Lagos,Ifako/Ijaye,Ijaiye,
banana estate new road lekki igbo efon lekki lagos,1750000,2,2,"2bedroom apartment, newly painted,complete frame ,2matteresses,microwave, dispe.. ",Lagos,Lekki,Eti Osa,Lekki Penninsula II,
alapereketu lagos,450000,1,1,"newly builtnewly built pop finished , spacious mini flat , situated in alapere-ketu. rent .. ",Lagos,Lagos,Kosofe,Ketu,
castle and temple drive off admiralty road lekkilekki phase 1 lekki lagos,1500000,1,1,1 bedroom mini flat mini flat flat / apartment for rent castle and temple drive.. ,Lagos,Lekki,Eti Osa,Eti-Osa,
lbsabraham adesanya estate ajah lagos,2000000,3,3,newly built?????? ?? lbs 3 bedroom flat @ 2m / annum in a very secured estate.. ,Lagos,Lekki,Eti Osa,Eti-Osa,
ajah lagos,800000,3,3,newly built3 bedroom flat for rent at badore ajah 800k per anum.. ,Lagos,Lagos,Eti Osa,Aja,
kolawoleigbogbo ikorodu lagos,100000,1,1,newly builtnewly built mini flat to let 100k per annum at unity bustop along bayeku road ik.. ,Lagos,Ikorodu,Ikorodu,Ikorodu,
kilo marsha surulere lagos,500000,1,1,"newly builta nice mini flat with running water and good power supply,located in a nice and .. ",Lagos,Lagos,Surulere,Animashaun,
off admiralty way lekki phase 1 lekki lagos,1700000,1,1,serviced newly builtvery clean apartment with class and nice ambience in a cossy neighborhood .. ,Lagos,Lekki,Eti Osa,Eti-Osa,
fatau ade streetfola agoro yaba lagos,600000,1,1,furnished serviced newly builtnewly built serviced and furnished female hostel pay and parking apartment goo.. ,Lagos,Lagos,Shomolu,Igbobi,100231
ikate lekki lagos,2500000,3,3,newly builtbrand new 6nos bedroom flat in a serene environment at ikota available for lease.. ,Lagos,,Eti Osa,Lekki/Ikate And Environs,
gbenga banwo street igbogbo ikorodu lagos,250000,2,3,furnished newly builtthis is a very clean and unique 2 bedroom flat to let located along bayeku road .. ,Lagos,Ikorodu,Ikorodu,Ikorodu,
fola agoro yaba lagos,1000000,2,2,furnished newly builta newly built 2bedroom flat ensuite with visitor's toilet at fola agoro off baj.. ,Lagos,Lagos,Shomolu,,
"aboru,iyana ipajaiyana ipaja ipaja lagos",500000,2,3,furnished newly builta very modern two bedroom in a serene estate .. ,Lagos,Lagos,Alimosho,Iyana Ipaja,
alagomeji yaba lagos,1600000,2,2,servicedluxury 2 bedroom flat all rooms ensuite with visitors toilet car park pop etc.. ,Lagos,Lagos,Lagos Mainland,Alagomeji-Yaba,
amuwo odofin amuwo odofin lagos,1000000,3,3,"a fairly used three bedroom flat at amuwo odofin. the living is large and neat, .. ",Lagos,Lagos,,Amuwo Odofin,
owode alpha beachigbo efon lekki lagos,700000,1,1,newly builtlovely spacious newly built mini flats available at owode alpha beach. prices fr.. ,Lagos,Lekki,Eti Osa,Lekki Penninsula II,
"assese, off lagos-ibadan expresswayobafemi owode ogun",200000,2,2,spacious rooms all rooms ensuit pvc ceiling well ventilated rooms kitchen ca.. ,Lagos,,,,
off allen avenue ikejaallen avenue ikeja lagos,2200000,3,3,very spacious 3 bedroom flat with 3 toilets and bath is for rent at in oluwalein.. ,Lagos,Ikeja,Ikeja,Allen,
igbara jakande lekki lagos,600000,1,1,self contained at igbara .. ,Lagos,Lagos,Eti Osa,Lekki Penninsula II,
off traffic light ogudu orioke ogudu lagoskosofe kosofe ikosi lagos,1000000,3,2,a very decent and newly renovated 3 bedroom apartment in a serene close in a pri.. ,Lagos,Lagos,Kosofe,Ikosi Ketu,
ogbaaguda(ogba) ogba lagos,700000,1,1,"furnished newly builtbrand new mini flats, pop finished close to aguda ogba,upstairs 700k,down 650k... ",Lagos,Ojodu,Ikeja,Aguda,
nice estateagungi lekki lagos,350000,1,1,servicednice and standard bq self contained share apartment available in a serene and se.. ,Lagos,Lekki,Eti Osa,Lekki Penninsula II,104106
iyana oworokosofe kosofe ikosi lagos,450000,2,1,good 2bedroom flat on a tarred road at iyana oworo.property is in a good locatio.. ,Lagos,Lagos,Kosofe,Gbagada,100242
amuwo odofin amuwo odofin lagos,1300000,3,3,standard and spacious 3bedroom in amuwo odophin. all rooms are ensuite .. ,Lagos,Lagos,,Amuwo Odofin,
"anike ibikunle street, off mosan road, ipaja. alimosho lga ipaja lagos",250000,1,2,nice and spacious miniflats bungalow with wardrobes fenced and gated in a sere.. ,Lagos,Lagos,Alimosho,Ipaja,
abule-ijeshaabule ijesha yaba lagos,450000,1,1,newly builtnewly built roomself for rent standard room all around titles constant power s.. ,Lagos,Lagos,Shomolu,Abule ijesha,
st.mary b/stopgovernors road ikotun igando lagos,350000,1,2,"furnishedlovely mini flat at ikotun governor's rd, fenced gated, interlocking compound, p.. ",Lagos,Lagos,Alimosho,Ikotun,
onipanu shomolu lagos,600000,1,1,newly builtfor rent newly built very spacious pop finished miniflat with 2 toilet has prep.. ,Lagos,Lagos,Shomolu,Somolu,
sangotedo ajah lagos,1000000,1,2,serviced newly builtluxurious newly built miniflat inside a secured and interlocked estate in sango.. ,Lagos,,Eti Osa,Ajah/Sangotedo,
- agungi lekki lagos,1300000,1,2,neatly maintained 1 bedroom mini flat for let in agungi lekki lagos. feature.. ,Lagos,Lekki,Eti Osa,Lekki Penninsula II,104106
atlantic view estate igbo efon lekki lagos,1500000,5,2,rent 1.5m service charge 10% legal 10% vat 7 and half percent of 300k .. ,Lagos,Lagos,Eti Osa,Lekki Penninsula II,
ilajebariga shomolu lagos,650000,1,1,newly built spacious mini flat apartment in ilaje 650k per annum in a gated com.. ,Lagos,Oworonshoki,Shomolu,Akoka,
ikota villa estateikota lekki lagos,650000,1,1,servicedshared apartment for rent - a room self contain in shared apartment - spacio.. ,Lagos,Lekki,Eti Osa,Aja,
lakeview estateapple junction amuwo odofin lagos,1300000,3,3,very decent secured estate .. ,Lagos,Lagos,Oshodi/Isolo,Amuwo Odofin,
lakeview estate apple junction amuwo odofin lagos,1700000,3,3,separate gate.. ,Lagos,Lagos,Amuwo Odofin,Amuwo Odofin Estate,
sangotedo ajah lagos,1000000,3,2,"newly built?? sangotedo a new house in a nice estate , 2bedroom flat at 1m/ annum 3.. ",Lagos,,Eti Osa,Ajah/Sangotedo,
berger ojodu lagos,500000,2,2,spacious rooms all rooms ensuit well ventilated rooms kitchen cabinets.. ,Lagos,Ojodu Berger,,,
pedro roadpalmgroove shomolu lagos,800000,2,2,lovely 2 bedroom flat in a nice neighborhood @ pedro road with two toilets and b.. ,Lagos,Lagos,Mushin,Onipanu,
baiyeogunlana surulere lagos,800000,4,2,"lovely well renovated apartment, in a block of 4 flats, very spacious rooms.. ",Lagos,Lagos,Surulere,Ikate,100001
...sangotedo ajah lagos,1200000,3,3,furnished3 bedroom flat for rent at songotedo 1.2m per anum.. ,Lagos,,Eti Osa,Ajah/Sangotedo,
maryland ikeja lagos,1500000,3,3,"furnished serviced newly builtvery decent, pay and pack ????????????in 3bedroom flat in an estate off allen. i.. ",Lagos,Lagos,Ikeja,Maryland,
lakeviewapple junction amuwo odofin lagos,1200000,3,3,very decent.. ,Lagos,Lagos,Amuwo Odofin,Satellite Town,
